candidate_index,trial_index,setter_method_id,getter_method_id,setter_payload_hex,before_retcode,before_payload_hex,setter_retcode,setter_verdict,after_retcode,after_payload_hex,state_changed,latency_ms,error
16,9,12,11,00000000b40000640000000000000000,0x00,00000000,0x00,normal_response,0x00,00000000,False,20.273,
16,10,12,11,00000000b40000640000000000000000,0x00,00000000,0x00,normal_response,0x00,00000000,False,19.791,
16,11,12,11,00000000b40000640000000000000000,0x00,00000000,0x00,normal_response,0x00,00000000,False,19.907,
16,12,12,11,00000000b40000640000000000000000,0x00,00000000,0x00,normal_response,0x00,00000000,False,20.539,
16,13,12,11,00000000b40000640000000000000000,0x00,00000000,0x00,normal_response,0x00,00000000,False,19.744,
16,14,12,11,00000000b40000640000000000000000,0x00,00000000,0x00,normal_response,0x00,00000000,False,20.173,
16,15,12,11,00000000b40000640000000000000000,0x00,00000000,0x00,normal_response,0x00,00000000,False,19.896,
16,16,12,11,00000000b40000640000000000000000,0x00,00000000,0x00,normal_response,0x00,00000000,False,19.876,
16,17,12,11,00000000b40000640000000000000000,0x00,00000000,0x00,normal_response,0x00,00000000,False,19.946,
16,18,12,11,00000000b40000640000000000000000,0x00,00000000,0x00,normal_response,0x00,00000000,False,20.406,
16,19,12,11,00000000b40000640000000000000000,0x00,00000000,0x00,normal_response,0x00,00000000,False,19.700,
16,20,12,11,00000000b40000640000000000000000,0x00,00000000,0x00,normal_response,0x00,00000000,False,19.854,
16,21,12,11,00000000b40000640000000000000000,0x00,00000000,0x00,normal_response,0x00,00000000,False,19.780,
16,22,12,11,00000000b40000640000000000000000,0x00,00000000,0x00,normal_response,0x00,00000000,False,20.683,
16,23,12,11,00000000b40000640000000000000000,0x00,00000000,0x00,normal_response,0x00,00000000,False,20.173,
16,24,12,11,00000000b40000640000000000000000,0x00,00000000,0x00,normal_response,0x00,00000000,False,20.026,
16,25,12,11,00000000b40000640000000000000000,0x00,00000000,0x00,normal_response,0x00,00000000,False,20.144,
16,26,12,11,00000000b40000640000000000000000,0x00,00000000,0x00,normal_response,0x00,00000000,False,21.384,
16,27,12,11,00000000b40000640000000000000000,0x00,00000000,0x00,normal_response,0x00,00000000,False,20.651,
16,28,12,11,00000000b40000640000000000000000,0x00,00000000,0x00,normal_response,0x00,00000000,False,20.135,
16,29,12,11,00000000b40000640000000000000000,0x00,00000000,0x00,normal_response,0x00,00000000,False,20.073,
16,30,12,11,00000000b40000640000000000000000,0x00,00000000,0x00,normal_response,0x00,00000000,False,19.924,
